"target";"v2a1";"hacdor";"rooms";"hacapo";"v14a";"refrig";"v18q1";"r4h1";"r4h2";"r4m1";"r4m2";"escolari";"pared1";"pared2";"pared3";"pared4";"pared5";"pared6";"pared7";"piso1";"piso2";"piso3";"techo1";"techo2";"cielorazo";"water";"electro1";"electro2";"electro3";"sanitario1";"sanitario2";"sanitario3";"energcocinar1";"energcocinar2";"energcocinar3";"elimbasu1";"elimbasu2";"elimbasu3";"epared1";"epared2";"etecho1";"etecho2";"eviv1";"eviv2";"dis";"female";"estadocivil1";"estadocivil2";"estadocivil3";"estadocivil4";"estadocivil5";"estadocivil6";"parentesco1";"parentesco2";"parentesco3";"parentesco4";"parentesco5";"parentesco6";"parentesco7";"parentesco8";"parentesco9";"parentesco10";"parentesco11";"hogar_nin";"hogar_adul";"hogar_mayor";"meaneduc";"instlevel1";"instlevel2";"instlevel3";"instlevel4";"instlevel5";"instlevel6";"instlevel7";"instlevel8";"bedrooms";"overcrowding";"tipovivi1";"tipovivi2";"tipovivi3";"tipovivi4";"computer";"television";"qmobilephone";"lugar1";"lugar2";"lugar3";"lugar4";"lugar5";"rural";"age"
0;0;0;6;0;1;1;0;0;3;1;1;16;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;3;0;13,333333;0;0;0;0;0;0;0;1;4;1,25;1;0;0;0;1;0;4;0;0;1;0;0;0;52
0;115000;0;5;0;1;1;0;1;2;0;2;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;3;0;6,6666665;1;0;0;0;0;0;0;0;3;1,6666666;0;1;0;0;0;1;2;1;0;0;0;0;0;1
0;30000;0;6;0;1;1;0;0;1;0;2;12;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;14,666667;0;0;0;0;0;0;1;0;3;1;0;1;0;0;0;0;3;1;0;0;0;0;0;20
1;0;0;7;0;1;1;1;0;0;1;2;12;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;1;9;0;0;0;0;0;0;1;0;3;1;1;0;0;0;0;1;2;0;0;1;0;0;0;51
0;0;0;6;0;1;1;1;1;1;0;1;17;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0;14;0;0;0;0;0;0;0;0;3;1;1;0;0;0;1;0;3;1;0;0;0;0;0;43
0;80000;0;5;0;1;1;0;1;1;0;1;11;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0;6;0;0;0;0;1;0;0;0;3;1,6666666;0;0;1;0;0;1;5;1;0;0;0;0;0;36
0;0;0;4;0;1;1;0;0;0;0;2;15;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;9;0;0;0;0;0;0;0;1;2;1;1;0;0;0;0;0;2;1;0;0;0;0;0;30
1;0;0;7;0;1;1;0;0;1;1;4;5;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;2;0;11;0;1;0;0;0;0;0;0;4;1,5;1;0;0;0;0;0;6;0;0;1;0;0;0;57
1;0;1;3;1;1;1;0;1;2;2;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;4;0;4,5;0;1;0;0;0;0;0;0;2;3,5;1;0;0;0;0;0;4;1;0;0;0;0;0;9
0;27000;0;6;0;1;1;0;0;4;0;2;6;0;0;1;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;4;0;9,25;0;0;1;0;0;0;0;0;4;1,5;0;1;0;0;1;1;6;1;0;0;0;0;0;44
0;90000;0;2;0;1;1;0;0;0;0;1;3;1;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;70
1;0;0;3;0;1;1;0;0;2;2;1;3;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;2;0;6;0;1;0;0;0;0;0;0;2;2,5;1;0;0;0;0;0;2;0;0;0;0;0;1;10
0;0;0;6;0;1;1;0;0;1;0;1;7;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;6,5;0;0;0;1;0;0;0;0;3;0,66666669;1;0;0;0;0;0;2;0;0;0;0;1;0;77
0;0;1;3;1;1;1;0;0;8;0;2;3;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;1;7,7777777;0;1;0;0;0;0;0;0;2;5;1;0;0;0;0;0;5;1;0;0;0;0;0;72
1;0;0;4;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;1;1;0;0;0;0;1;25
0;250000;0;7;0;1;1;1;1;1;1;1;17;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0;16;0;0;0;0;0;0;0;0;3;1,3333334;0;1;0;0;0;0;2;1;0;0;0;0;1;38
0;0;0;5;0;1;1;0;0;2;0;1;6;0;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;6;0;0;1;0;0;0;0;0;3;1;1;0;0;0;0;0;3;0;0;0;0;1;1;50
1;0;0;4;0;1;1;0;0;1;2;1;3;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0;6;0;1;0;0;0;0;0;0;2;2;1;0;0;0;0;1;2;1;0;0;0;0;0;30
1;65000;0;3;0;1;1;0;2;1;0;1;2;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;7,5;0;1;0;0;0;0;0;0;2;2;0;0;1;0;0;0;2;1;0;0;0;0;0;9
0;0;0;5;0;1;1;0;1;3;0;1;3;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;3;0;10,333333;0;1;0;0;0;0;0;0;3;1,6666666;1;0;0;0;0;1;2;0;1;0;0;0;1;9
0;0;0;6;0;1;1;2;1;1;0;2;11;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;13,5;0;0;0;0;1;0;0;0;4;1;1;0;0;0;1;0;3;0;0;0;0;1;1;19
0;150000;0;4;0;1;1;0;2;1;1;2;6;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;3;0;6;0;0;1;0;0;0;0;0;2;3;0;0;1;0;0;0;1;1;0;0;0;0;0;40
1;0;0;5;0;1;1;0;1;2;0;2;6;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;2;0;8,5;0;0;1;0;0;0;0;0;3;1,6666666;1;0;0;0;0;0;4;1;0;0;0;0;0;45
0;0;0;5;0;1;1;0;1;1;0;2;6;0;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0;13,5;0;0;1;0;0;0;0;0;3;1,3333334;1;0;0;0;0;0;4;0;0;1;0;0;1;44
1;0;0;5;0;1;1;0;0;2;0;1;6;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;2;0;0;1;0;0;0;0;0;3;1;1;0;0;0;0;1;0;1;0;0;0;0;0;57
0;0;0;4;0;1;1;0;0;3;0;1;11;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;3;0;11,333333;0;0;0;0;1;0;0;0;2;2;1;0;0;0;0;1;4;0;0;0;0;1;0;27
0;285270;0;5;0;1;1;1;1;0;0;1;21;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;21;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;1;1;0;0;0;0;0;42
1;0;0;7;0;1;1;0;0;1;1;4;6;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;2;0;11;0;0;1;0;0;0;0;0;4;1,5;1;0;0;0;0;0;6;0;0;1;0;0;0;12
1;0;0;7;0;1;1;0;1;4;1;1;7;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;2;0;10;0;0;0;1;0;0;0;0;5;1,4;1;0;0;0;0;0;2;0;0;0;0;0;1;14
0;285270;0;3;0;1;1;1;0;1;0;0;16;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;16;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;74
0;205000;0;3;0;1;1;0;0;2;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;3;0;5,3333335;0;1;0;0;0;0;0;0;2;2,5;0;0;1;0;0;1;5;1;0;0;0;0;0;8
1;0;0;5;0;1;1;0;0;1;0;1;3;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;1;0;0;0;0;0;0;3;0,66666669;1;0;0;0;0;0;1;0;0;0;1;0;1;62
0;0;0;6;0;1;1;1;0;1;0;1;9;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;10;0;0;0;1;0;0;0;0;3;0,66666669;1;0;0;0;0;0;2;0;0;0;0;0;0;59
1;0;0;6;0;1;1;0;0;2;0;2;10;0;0;0;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;3;0;0;0;1;0;0;0;0;2;2;1;0;0;0;0;1;3;0;0;0;0;1;0;17
0;0;0;6;0;1;1;0;0;2;0;3;9;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;3;0;9,666667;0;0;0;1;0;0;0;0;4;1,25;1;0;0;0;0;1;4;1;0;0;0;0;0;17
0;0;0;9;0;1;1;1;0;3;1;1;13;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;3;0;12,333333;0;0;0;0;0;0;0;1;4;1,25;1;0;0;0;0;0;5;1;0;0;0;0;1;23
1;0;0;4;0;1;1;0;0;0;0;3;3;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;2;1;2,5;0;1;0;0;0;0;0;0;2;1,5;1;0;0;0;0;0;2;0;0;0;1;0;1;88
1;0;0;6;0;1;1;0;1;1;0;1;6;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;6;0;0;1;0;0;0;0;0;4;0,75;1;0;0;0;0;0;1;0;0;0;0;0;0;49
0;0;0;5;0;1;1;2;0;2;0;2;15;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;12;0;0;0;0;0;0;0;1;3;1,3333334;1;0;0;0;0;0;3;1;0;0;0;0;0;25
1;80000;0;6;0;1;1;0;0;2;1;2;8;1;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;4;0;8,25;0;0;0;1;0;0;0;0;4;1,25;0;0;1;0;0;1;3;0;0;0;0;0;1;21
0;0;0;4;0;1;1;0;0;2;0;1;10;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;20,5;0;0;0;1;0;0;0;0;3;1;1;0;0;0;0;0;2;1;0;0;0;0;0;18
0;0;0;5;0;1;1;1;0;2;0;0;13;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;12;0;0;0;0;0;0;0;1;2;1;1;0;0;0;1;0;2;1;0;0;0;0;0;54
1;180000;0;4;0;1;1;1;0;1;1;3;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;4;1;2,75;1;0;0;0;0;0;0;0;2;2,5;0;0;1;0;0;1;2;1;0;0;0;0;0;45
0;163000;0;6;0;1;1;0;0;3;0;1;16;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;3;0;14,666667;0;0;0;0;0;0;0;1;3;1,3333334;0;1;0;0;1;1;4;0;0;0;0;0;1;52
0;0;0;7;0;1;1;0;0;4;0;1;7;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;4;1;7;0;0;0;1;0;0;0;0;4;1,25;1;0;0;0;0;1;5;1;0;0;0;0;0;48
0;0;0;4;0;1;1;0;0;1;0;1;9;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;20;0;0;0;1;0;0;0;0;2;1;1;0;0;0;0;0;2;0;0;0;0;1;0;19
1;0;1;1;1;1;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;5;1;0;0;0;0;0;0;0;1;3;0;0;0;1;0;0;1;1;0;0;0;0;0;6
0;0;0;5;0;1;1;0;0;3;0;1;14;0;1;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;10,5;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;1;4;1;0;0;0;0;0;22
1;0;0;4;0;1;1;0;0;2;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;8,5;1;0;0;0;0;0;0;0;2;2;1;0;0;0;0;1;4;0;0;0;0;1;0;5
1;0;0;3;0;1;1;0;0;1;0;2;11;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;7,3333335;0;0;0;0;1;0;0;0;2;1,5;1;0;0;0;0;0;1;0;0;0;0;1;0;50
0;0;0;4;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0,5;0;0;0;0;0;0;1;0;0;0;0;1;1;46
1;80000;0;6;0;1;1;0;0;2;1;2;11;1;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;4;0;8,25;0;0;0;0;1;0;0;0;4;1,25;0;0;1;0;0;1;3;0;0;0;0;0;1;26
1;150000;0;6;0;1;1;0;0;1;2;2;11;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;3;0;10,333333;0;0;0;0;1;0;0;0;3;1,6666666;0;0;1;0;0;1;3;1;0;0;0;0;0;23
0;0;0;4;0;1;1;0;0;1;0;1;6;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;6;0;0;1;0;0;0;0;0;2;1;1;0;0;0;0;0;2;1;0;0;0;0;0;45
1;0;0;5;0;1;1;0;0;2;1;1;6;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;1;7,5;0;0;1;0;0;0;0;0;3;2,3333333;1;0;0;0;0;0;3;1;0;0;0;0;0;39
0;150000;0;4;0;1;1;1;1;2;0;2;11;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;4;0;9,25;0;0;0;0;1;0;0;0;2;2,5;0;0;1;0;0;0;7;1;0;0;0;0;0;27
0;0;0;5;0;1;1;0;0;2;0;3;10;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;4;0;12,75;0;0;0;1;0;0;0;0;3;1,6666666;1;0;0;0;0;0;5;1;0;0;0;0;0;19
0;2e+05;0;5;0;1;1;0;1;2;0;3;7;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;4;1;11,5;0;0;0;1;0;0;0;0;3;2;0;0;1;0;0;1;4;1;0;0;0;0;0;18
0;0;0;7;0;1;1;1;0;1;1;1;16;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0;18,5;0;0;0;0;0;0;0;1;3;1;1;0;0;0;1;0;2;1;0;0;0;0;0;35
1;160000;0;6;0;1;1;0;0;1;2;3;7;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;2;0;6;0;0;0;1;0;0;0;0;3;2;0;0;1;0;0;0;1;1;0;0;0;0;0;17
0;40000;0;4;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0,5;1;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;2;0;0;0;0;0;1;48
0;0;0;6;0;1;1;0;0;2;0;2;9;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;12,5;0;0;0;1;0;0;0;0;3;1,3333334;1;0;0;0;0;0;4;1;0;0;0;0;0;15
1;0;0;5;0;1;1;0;0;2;0;2;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;3;1;0;0;0;0;0;0;0;3;1,3333334;1;0;0;0;0;1;2;0;0;0;0;1;1;62
1;0;0;6;0;1;1;0;1;2;0;2;6;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;4;1;5,75;0;0;1;0;0;0;0;0;4;1,25;1;0;0;0;0;0;0;1;0;0;0;0;1;62
0;0;0;5;0;1;1;0;0;1;0;2;3;1;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;1;7;0;1;0;0;0;0;0;0;3;1;1;0;0;0;0;0;3;1;0;0;0;0;1;61
1;0;0;3;0;1;1;0;1;2;0;1;9;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;6;0;0;0;1;0;0;0;0;2;2;0;0;0;0;0;0;3;0;0;0;1;0;1;16
0;0;0;9;0;1;1;2;0;2;0;1;18;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;17,333334;0;0;0;0;0;0;0;0;5;0,60000002;1;0;0;0;1;1;3;1;0;0;0;0;0;32
0;0;0;7;0;1;1;0;0;1;2;2;16;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;3;0;13;0;0;0;0;0;0;0;1;4;1,25;1;0;0;0;0;0;4;0;0;0;1;0;1;37
0;0;0;5;0;1;1;4;0;1;0;3;6;0;0;1;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;12;0;0;1;0;0;0;0;0;3;1,3333334;1;0;0;0;1;0;6;1;0;0;0;0;0;53
0;1e+05;0;3;0;1;1;0;0;0;0;1;11;0;1;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;0;0;1;0;0;0;2;0,5;0;0;1;0;0;0;1;0;0;0;1;0;0;51
1;0;0;5;0;1;1;0;1;2;1;1;6;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;0;4;0;0;1;0;0;0;0;0;3;1,6666666;1;0;0;0;0;1;2;1;0;0;0;0;0;48
